description,reaction,T,I,pH,pMg,standard_dg_prime,std,n,SEM,type,nontrans_standard_dg_prime,nontrans_std,all standard_dg_prime,all nontrans_standard_dg_prime
2 dADP(aq) = dAMP(aq) + dATP(aq),2.0 [H]O[C@@]1([H])C([H])([H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] = [H]O[C@@]1([H])C([H])([H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])C([H])([H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,2.2746255249687755,1.3280325140021867,4,0.6640162570010933,reaction dg,2.049544516600924,1.3280325140021867,"[0.6944781030027745, 3.5235227387379258, 3.2082146903420536, 1.6722865677923486]","[0.46939709463492285, 3.298441730370074, 2.983133681974202, 1.447205559424497]"
2 reduced glutathione(aq) + NAD(aq) =  oxidized glutathione(aq) + NADH(aq),2.0 [H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])S[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C(=O)O[H])N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,19.717392119815276,,1,,reaction dg,17.975889230246157,,[19.717392119815276],[17.975889230246157]
2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),2.0 [H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])S[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C(=O)O[H])N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,10.659369296131105,6.8361095293311465,13,1.895995648668573,reaction dg,13.120095963123628,6.24174209262978,"[10.834793854698587, 15.856214361550954, 13.242535513343814, 24.679542639821832, 14.917707959009878, 7.1341841969207, 4.13929228047102, 12.936570797783165, 2.4947214884048297, -2.6213488090922077, 9.610101020150516, 12.673742773320647, 12.673742773320647]","[11.871299953723037, 13.335012169285235, 12.500187466722668, 27.058623150033284, 21.992944477223265, 19.603569383448843, 8.148323765290408, 12.936570797783165, 7.472360430884246, 4.906943232152887, 9.220245812452497, 10.75758344080382, 10.75758344080382]"
2'-deoxyinosine(aq) + adenine(aq) = 2'-deoxyadenosine(aq) + hypoxanthine(aq),[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])([H])[C@]1([H])O[H] + [H]c1nc(N([H])[H])c2nc([H])n([H])c2n1 = [H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)C([H])([H])[C@]1([H])O[H] + [H]c1nc2c(nc([H])n2[H])c(=O)n1[H],298.15,0.25,7.0,14.0,-0.8889129722897777,,1,,reaction dg,-0.8755937942618217,,[-0.8889129722897777],[-0.8755937942618217]
2'-deoxyinosine(aq) + orthophosphate(aq) = hypoxanthine(aq) + 2-deoxy--D-ribose 1-phosphate(aq),[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])([H])[C@]1([H])O[H] + [H]OP(=O)(O[H])O[H] = [H]c1nc2c(nc([H])n2[H])c(=O)n1[H] + [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,9.932541204683538,0.6184023243950034,3,0.35703474845694555,reaction dg,9.536993130470902,0.43247438636065727,"[10.289575953140483, 9.218471707769647, 10.289575953140483]","[9.786682333853845, 9.037614723705014, 9.786682333853845]"
"2,2'-iminodipropanoate(aq) + NAD(aq) + H2O(l) = L-alanine(aq) + pyruvate(aq) + NADH(aq)",[H]OC(=O)C([H])(N([H])C([H])(C(=O)O[H])C([H])([H])[H])C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,34.22967506944207,,1,,reaction dg,34.22967506944207,,[34.22967506944207],[34.22967506944207]
"2,3-dimethylmalate(aq) = propanoate(aq) + pyruvate(aq)",[H]OC(=O)[C@@]([H])(C([H])([H])[H])[C@](O[H])(C(=O)O[H])C([H])([H])[H] = [H]OC(=O)C([H])([H])C([H])([H])[H] + [H]OC(=O)C(=O)C([H])([H])[H],298.15,0.25,7.0,14.0,1.76062223196907,,1,,reaction dg,1.7173598229556049,,[1.76062223196907],[1.7173598229556049]
"2,4-diaminopentanoate(aq) + NAD(aq) + H2O(l) = 2-amino-4-oxopentanoate(aq) + NADH(aq) + ammonia(aq)",[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])[C@@]([H])(N([H])[H])C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])C(=O)C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H]N([H])[H] + [H+],298.15,0.25,7.0,14.0,28.483205502521763,,1,,reaction dg,20.107458487373172,,[28.483205502521763],[20.107458487373172]
"2,5-dihydro-5-oxofuran-2-acetate(aq) = cis-cis-hexadienedioate(aq)",[H]OC(=O)C([H])([H])C1([H])OC(=O)C([H])=C1[H] = [H]OC(=O)/C([H])=C([H])\C([H])=C(\[H])C(=O)O[H],298.15,0.25,7.0,14.0,10.673117361090002,3.393277135323472,5,1.5175196682158072,reaction dg,8.11080828051806,3.5536067526947237,"[12.440079553806306, 14.931565382703608, 11.162394509710625, 8.708216343431317, 6.123331015798152]","[6.426536273023751, 3.1184239875919086, 8.046711285064818, 11.361133345867998, 11.601236511041828]"
2-dehydro-3-deoxy-D-fuconate(aq) = pyruvate(aq) + (S)-lactaldehyde(aq),[H]OC(=O)C(=O)C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]O[C@]([H])(C([H])=O)C([H])([H])[H],298.15,0.25,7.0,14.0,22.600639553516515,,1,,reaction dg,22.593127168056583,,[22.600639553516515],[22.593127168056583]
2-dehydro-3-deoxy-D-galactonate 6-phosphate(aq) = pyruvate(aq) + D-glyceraldehyde 3-phosphate(aq),[H]OC(=O)C(=O)C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]O[C@@]([H])(C([H])=O)C([H])([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,13.764624978684054,,1,,reaction dg,13.873277469936028,,[13.764624978684054],[13.873277469936028]
2-dehydro-3-deoxy-L-pentonate(aq) = pyruvate(aq) + glycolaldehyde(aq),[H]OC(=O)C(=O)C([H])([H])[C@@]([H])(O[H])C([H])([H])O[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]OC([H])([H])C([H])=O,298.15,0.25,7.0,14.0,19.774066552960974,,1,,reaction dg,19.77522036312253,,[19.774066552960974],[19.77522036312253]
2-deoxy-D-gluconate(aq) + NAD(aq) = 2-deoxy-3-dehydro-D-gluconate(aq) + NADH(aq),[H]OC(=O)C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C([H])([H])C(=O)[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,27.72269471098311,,1,,reaction dg,14.55511782060076,,[27.72269471098311],[14.55511782060076]
2-deoxy-D-ribose 5-phosphate(aq) = D-glyceraldehyde 3-phosphate(aq) + acetaldehyde(aq),[H]OC1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])C1([H])[H] = [H]O[C@@]([H])(C([H])=O)C([H])([H])OP(=O)(O[H])O[H] + [H]C(=O)C([H])([H])[H],298.15,0.25,7.0,14.0,20.903813890908555,0.8095828506216171,3,0.4674128767376952,reaction dg,20.843199841698368,0.6195160963858082,"[21.80971342848369, 20.650698836038483, 20.251029408203486]","[21.536114165952114, 20.650698836038483, 20.3427865231045]"
"2-hydroxymethylserine(aq) + tetrahydrofolate(aq) = 5,10-methylenetetrahydrofolate(aq) + D-serine(aq) + H2O(1)",[H]OC(=O)C(N([H])[H])(C([H])([H])O[H])C([H])([H])O[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N([H])C([H])([H])[C@]2([H])N([H])c3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c1[H] = [H]OC(=O)C([H])([H])C([H])([H])C([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N2C([H])([H])N3c4c(nc(N([H])[H])n([H])c4=O)N([H])C([H])([H])[C@]3([H])C2([H])[H])c([H])c1[H] + [H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])O[H] + [H]O[H],298.15,0.25,7.0,14.0,-5.353742773213751,,1,,reaction dg,-5.376721538614488,,[-5.353742773213751],[-5.376721538614488]
2-hydroxymethylserine(aq) = D-serine(aq) + formaldehyde(aq),[H]OC(=O)C(N([H])[H])(C([H])([H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])O[H] + [H]C([H])=O,298.15,0.25,7.0,14.0,21.21747494091922,,1,,reaction dg,21.24656854699207,,[21.21747494091922],[21.24656854699207]
"2-keto-L-gulonate(aq) + NADP(ox)(aq) = 2,5-diketo-D-gluconate(aq) + NADP(red)(aq)",[H]OC(=O)C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,29.964755842433583,0.02225999315071286,2,0.015740192106035163,reaction dg,16.282449745292688,1.5854961238654153,"[29.94901565032755, 29.98049603453962]","[17.40356480602291, 15.161334684562467]"
2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate(aq) + 4-methyl-5-(2-phosphonoxyethyl)-thiazole(aq) = pyrophosphate(aq) + thiamine monophosphate(aq),[H]OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])c1c([H])nc(C([H])([H])[H])nc1N([H])[H] + [H]OP(=O)(O[H])OC([H])([H])C([H])([H])c1sc([H])nc1C([H])([H])[H] + [H+] = [H]OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])OC([H])([H])C([H])([H])c1sc([H])[n+](C([H])([H])c2c([H])nc(C([H])([H])[H])nc2N([H])[H])c1C([H])([H])[H],298.15,0.25,7.0,14.0,-11.074549260936429,,1,,reaction dg,-4.6179849968567845,,[-11.074549260936429],[-4.6179849968567845]
2-methyleneglutarate(aq) = methylitaconate(aq),[H]OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])C(=O)O[H] = [H]OC(=O)C(=C([H])[H])C([H])(C(=O)O[H])C([H])([H])[H],298.15,0.25,7.0,14.0,3.9102137443912306,,1,,reaction dg,3.7512251956319482,,[3.9102137443912306],[3.7512251956319482]
"2-methylserine(aq) + tetrahydrofolate(aq) = 5,10-methylenetetrahydrofolate(aq) + D-alanine(aq) + H2O(l)",[H]OC(=O)[C@@](N([H])[H])(C([H])([H])[H])C([H])([H])O[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N([H])C([H])([H])[C@]2([H])N([H])c3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c1[H] = [H]OC(=O)C([H])([H])C([H])([H])C([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N2C([H])([H])N3c4c(nc(N([H])[H])n([H])c4=O)N([H])C([H])([H])[C@]3([H])C2([H])[H])c([H])c1[H] + [H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])[H] + [H]O[H],298.15,0.25,7.0,14.0,-2.8115346829130727,,1,,reaction dg,-2.840634005174574,,[-2.8115346829130727],[-2.840634005174574]
2-methylserine(aq) = D-alanine(aq) + formaldehyde(aq),[H]OC(=O)[C@@](N([H])[H])(C([H])([H])[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])[H] + [H]C([H])=O,298.15,0.25,7.0,14.0,21.223595497779986,,1,,reaction dg,21.24656854699207,,[21.223595497779986],[21.24656854699207]
2-oxo-3-deoxy-D-gluconate(aq) = pyruvate(aq) + D-glyceraldehyde(aq),[H]OC(=O)C(=O)C([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]OC([H])([H])[C@@]([H])(O[H])C([H])=O,298.15,0.25,7.0,14.0,18.302819737174236,,1,,reaction dg,18.3085470088421,,[18.302819737174236],[18.3085470088421]
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-5.023948905192565,2.016908690888208,72,0.2376949687268557,reaction dg,-5.356339596317369,1.0043877377552888,"[-4.199159167342179, -5.243895708590837, -5.904037507037119, -7.297844117604873, -2.8287344132199137, -4.491350130772699, -6.413659228696001, -0.7844588609086056, -1.571094140934301, -3.5503182390425856, -4.224195929254488, 1.4322056588022658, -0.44869907160016353, -2.4123229843038168, -3.6135339663162194, -6.526557526266578, -2.156783140750523, -4.491350130772699, -2.3192499505117006, -4.376336554068648, -2.464043159932652, -5.373293638444615, -6.73823035841975, -6.854860804374954, -4.107593831913303, -5.8491148060268365, -6.197863435431788, -6.631308862472523, -6.633537236346262, -6.705989135842608, -6.4569309701143025, -6.644649634162075, -4.747050319138122, -6.461430057180736, -5.7872165362790655, -6.725201289332252, -6.588590879054319, -6.156813514838564, -6.846274429425445, -6.588178435451988, -6.733030729050071, -6.733030729050071, -6.02603387907185, -6.578817228165733, -3.3101125846426163, -3.82711105518609, -3.988852689941439, -3.51788322173515, -6.617237613484682, -4.795821914205833, -0.9165923504670701, -3.349808246056508, -4.272132362117329, 0.5692158730728258, -2.2086201272327814, -6.572534708344627, -6.699888717104948, -6.264655485562087, -6.273144080887398, -6.407177787903195, -6.18716032307896, -6.369013433924298, -6.332357710004055, -6.447274570069998, -6.023552181496601, -6.34530662028944, -6.405934437915442, -6.463984196147716, -6.491966279295265, -6.6050549884082495, -6.070996751163425, -5.478903601560763]","[-5.401275850527929, -5.484319045228015, -5.327021499108016, -5.61488076114488, -2.551012352922592, -4.148079170579334, -6.135937168398679, -4.596361699626632, -4.513758348531789, -4.8290663969276615, -4.428354356236877, -4.513758348531789, -4.753861513705619, -4.636669383538564, -3.4692799643339294, -5.901456851010017, -4.636669383538564, -4.148079170579334, -4.036649536110044, -4.424421221396078, -5.435272738677549, -5.923529290527689, -6.172341804047854, -6.185349628990269, -5.562542618708162, -5.902689477316631, -6.000060839517079, -6.108506043765474, -6.110734417639213, -6.183186317135559, -5.911504558866045, -6.121846815455026, -5.805651576875658, -6.130701575010961, -5.975766678682821, -6.072581349407717, -6.06578806034727, -5.906678548769424, -6.146122904760229, -6.003809749341764, -6.063519553665387, -6.063519553665387, -5.815688149912308, -6.108506043765474, -4.512229267828366, -3.2020103799295283, -2.305889333481446, -3.37362921975286, -6.297140451460584, -4.555398577568683, -4.131954612845433, -4.036649536110044, -4.108469825636941, -3.9375312589297757, -4.155218882364314, -6.104357493541819, -6.2697069289712255, -6.079848717623917, -6.104357493541819, -6.030123021651222, -6.152688928763556, -6.152688928763556, -6.055105404402576, -6.20013349843038, -6.152688928763556, -6.176520032943861, -6.2697069289712255, -6.128636136710692, -6.128636136710692, -6.2697069289712255, -6.20013349843038, -5.238480264923613]"
2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)C(OP(=O)(O[H])O[H])=C([H])[H] + [H]O[H],298.15,0.25,7.0,14.0,-2.7566501815560622,1.927538292900463,94,0.19881039482749424,reaction dg,-3.0743563522714994,1.2428086460108139,"[-2.165979373255864, -2.6019153793341845, -4.471264393192019, -4.21611538549076, -1.4931250777763787, -3.2838268613796124, -0.17122800704555496, -0.3744321750840185, -0.1052808342406788, -0.4004718339762352, -1.1251290298190022, -1.1710123133218762, -1.2409252046243644, -3.3556123383388226, -4.43803883858866, -2.010847226267676, -3.608134601130382, -4.451286948752241, -5.037913082172099, -1.9390269367407789, -3.3846648828895796, -4.563132342280062, -4.7146206799948605, 0.17147441193491808, 0.17147441193491808, -2.8650000590171723, -4.464084814623192, -1.5534528773015337, -2.9257012529295, -3.4994085548106093, -1.2719930286256962, -1.3097771967526404, -1.3961691232090012, -2.076313490881861, -2.110207678837364, -2.3641888471458765, -2.9686914624973495, -3.132755030832573, -3.1577491893943526, -3.2849169225539336, -3.6595750613357834, -3.737529291516077, -3.8237162945613785, -3.866043309100375, -4.081625002531371, -4.081625002531371, -4.278335065159143, -4.321425307783253, -4.506562346012278, -4.417636273483865, -4.490666341599251, -4.511142710212859, -4.863190928606863, -4.882699899482571, -5.252103875072939, -4.9284546914173175, -4.970926539896203, -1.7810670613148183, -1.5093224167228847, -3.1288888913194994, -4.67374727842945, -4.916687773910094, -4.874231110949187, -4.235705255321244, 0.5887597017878081, -1.2086097950264802, -1.2086097950264802, -2.2111592516583225, -3.6876982520487096, -4.353258206062147, -4.954520189009468, -4.140072619203412, -5.052482113068361, -5.153372304408695, -4.956251512788402, -2.0265784631560093, -3.2732574822135274, -4.226303739136919, -4.942669276405848, -0.5140468421705524, -3.843948428571986, -0.1261983189092417, -3.775358824157326, -2.665441430387143, -0.3179741196152639, 0.36539895487066687, 0.018170271984785824, 0.018170271984785824, -4.976102823360943, -1.204792660695683, 2.429792492390549, 0.035711806738761065, 3.1963375190401373, 1.1956005415220579]","[-2.084402139510543, -2.6291077905825633, -3.945857400497946, -3.307634020464313, -2.5861565804714908, -2.8740985640099304, -2.395824802391458, -2.577417148129649, -2.220171435974171, -2.5153624357097275, -2.8895837800426656, -2.9354670635455395, -2.858515956041334, -3.0254092135432202, -3.7709168381234472, -3.1038787289627883, -3.608134601130382, -3.8237162945613785, -4.060821693693316, -3.032058439435891, -3.3846648828895796, -3.6764872532822803, -3.737529291516077, -2.1169220590456685, -2.1169220590456685, -3.0896802574409272, -3.5556034495967457, -2.6464843799966458, -3.110947568279926, -3.0896802574409272, -2.8895837800426656, -2.8031918535863047, -2.8895837800426656, -3.1942369740356775, -3.2281311619911808, -3.3335779905049714, -3.489848344249256, -3.6539119125844794, -3.590747677145644, -3.590747677145644, -3.6595750613357834, -3.737529291516077, -3.8237162945613785, -3.6708626731141702, -3.886444366545167, -3.886444366545167, -3.7593587410982705, -3.8024489837223796, -3.9875860219514054, -3.8237162945613785, -3.8967463626767653, -3.9172227312903725, -4.017140565234336, -4.036649536110044, -4.406053511700413, -4.060821693693316, -4.026914252464783, -2.8740985640099304, -3.002737073556549, -3.4347196459112097, -3.8395478276605433, -3.972675486478674, -3.9875860219514054, -3.608134601130382, -1.8617284138496328, -2.9730645452501436, -2.9730645452501436, -3.1805483950174174, -3.6876982520487096, -3.834281882001274, -4.108469825636941, -3.886444366545167, -4.108469825636941, -4.2518719556516835, -4.012239225356982, -3.2945594439492494, -3.5790882368052377, -3.972675486478674, -4.108469825636941, -2.5153624357097275, -2.9354670635455395, -2.4145947898898283, -3.365630526787644, -2.8506877457375692, -2.319289713154439, -2.085089160766774, -2.270226198995801, -2.270226198995801, -4.108469825636941, -0.8713223083411301, 2.2938304361484705, 0.9874462004331982, 2.5165272378299286, 1.6034867102483223]"
